variant,model_type,topic,rank,keyword,weight
documented_clean_final,NMF_FALLBACK,19,5,operator,0.2216113238797595
documented_clean_final,NMF_FALLBACK,19,6,atomic,0.2214234448422335
documented_clean_final,NMF_FALLBACK,19,7,supplier,0.2212509491278568
documented_clean_final,NMF_FALLBACK,19,8,nuclear damage,0.21979089966771606
documented_clean_final,NMF_FALLBACK,19,9,clnd act,0.20431229032399503
documented_clean_final,NMF_FALLBACK,19,10,rule 24,0.19259105477235502
documented_clean_final,NMF_FALLBACK,19,11,right recourse,0.19009255035710756
documented_clean_final,NMF_FALLBACK,19,12,damage,0.1827186823229952
documented_clean_final,NMF_FALLBACK,19,13,energy,0.1821973870986914
documented_clean_final,NMF_FALLBACK,19,14,act,0.16384877420167995
documented_clean_final,NMF_FALLBACK,19,15,recourse,0.15390783379857084
documented_clean_final,NMF_FALLBACK,19,16,claims,0.14857952569786
documented_clean_final,NMF_FALLBACK,19,17,clnd rules,0.12814938324346864
documented_clean_final,NMF_FALLBACK,19,18,dae,0.121820680848559
documented_clean_final,NMF_FALLBACK,19,19,nuclear incident,0.11903193854399437
documented_clean_final,NMF_FALLBACK,19,20,incident,0.11015085670228218
