variant,model_type,topic,rank,keyword,weight
keep_short_remove_years,NMF_FALLBACK,14,15,recruitment,0.11898314738423522
keep_short_remove_years,NMF_FALLBACK,14,16,recruitment cadre,0.1148391443328814
keep_short_remove_years,NMF_FALLBACK,14,17,cadre seniority,0.11393119704420449
keep_short_remove_years,NMF_FALLBACK,14,18,promotion rules,0.10820646707625765
keep_short_remove_years,NMF_FALLBACK,14,19,affairs,0.10007875314612456
keep_short_remove_years,NMF_FALLBACK,14,20,seniority promotion,0.09763504112438845
keep_short_remove_years,NMF_FALLBACK,15,1,irdai,0.3964310013857641
keep_short_remove_years,NMF_FALLBACK,15,2,insurance,0.3488406290652526
keep_short_remove_years,NMF_FALLBACK,15,3,ombudsman,0.3031558175002362
keep_short_remove_years,NMF_FALLBACK,15,4,regulations,0.30043330983861266
keep_short_remove_years,NMF_FALLBACK,15,5,insurance ombudsman,0.24695754236642917
keep_short_remove_years,NMF_FALLBACK,15,6,insurance regulatory,0.19149565756037057
keep_short_remove_years,NMF_FALLBACK,15,7,regulatory development,0.19149565756037057
keep_short_remove_years,NMF_FALLBACK,15,8,solvency,0.18900894705982277
keep_short_remove_years,NMF_FALLBACK,15,9,actuary,0.18225841326789208
keep_short_remove_years,NMF_FALLBACK,15,10,appointed actuary,0.18128170708112942
keep_short_remove_years,NMF_FALLBACK,15,11,solvency margin,0.1807006832065351
keep_short_remove_years,NMF_FALLBACK,15,12,liabilities,0.1758532709041072
keep_short_remove_years,NMF_FALLBACK,15,13,xx,0.16740755381762729
keep_short_remove_years,NMF_FALLBACK,15,14,assets,0.15999864628767788
keep_short_remove_years,NMF_FALLBACK,15,15,insurance business,0.156215529276928
keep_short_remove_years,NMF_FALLBACK,15,16,assets liabilities,0.15572552961371364
keep_short_remove_years,NMF_FALLBACK,15,17,margin,0.15476199397387055
keep_short_remove_years,NMF_FALLBACK,15,18,liabilities solvency,0.1521648322661478
keep_short_remove_years,NMF_FALLBACK,15,19,development authority,0.151221317765052
keep_short_remove_years,NMF_FALLBACK,15,20,authority india,0.14513826541029326
keep_short_remove_years,NMF_FALLBACK,16,1,xx,0.5086924472670861
keep_short_remove_years,NMF_FALLBACK,16,2,xx xx,0.4532182003930906
keep_short_remove_years,NMF_FALLBACK,16,3,observations recommendations,0.2301988085901743
keep_short_remove_years,NMF_FALLBACK,16,4,chairperson,0.14136863682747533
keep_short_remove_years,NMF_FALLBACK,16,5,seventeenth,0.11518294687453011
keep_short_remove_years,NMF_FALLBACK,16,6,recommendations contained,0.11169958137983384
keep_short_remove_years,NMF_FALLBACK,16,7,nil,0.11091264710469956
keep_short_remove_years,NMF_FALLBACK,16,8,2021,0.10969042561335175
keep_short_remove_years,NMF_FALLBACK,16,9,observations,0.10698600806905391
keep_short_remove_years,NMF_FALLBACK,16,10,beas management,0.1026863797434736
keep_short_remove_years,NMF_FALLBACK,16,11,action taken,0.10263068748152106
keep_short_remove_years,NMF_FALLBACK,16,12,bhakra beas,0.10261178175677367
keep_short_remove_years,NMF_FALLBACK,16,13,beas,0.10253718377007374
keep_short_remove_years,NMF_FALLBACK,16,14,taken observations,0.1021307783451326
keep_short_remove_years,NMF_FALLBACK,16,15,appellate tribunal,0.10049193285040475
keep_short_remove_years,NMF_FALLBACK,16,16,gazette,0.09370616760677977
keep_short_remove_years,NMF_FALLBACK,16,17,appellant,0.09313930411851334
keep_short_remove_years,NMF_FALLBACK,16,18,action,0.09298537207118314
keep_short_remove_years,NMF_FALLBACK,16,19,2022,0.09222036505322063
keep_short_remove_years,NMF_FALLBACK,16,20,bhakra,0.0893789961118954
keep_short_remove_years,NMF_FALLBACK,17,1,waste,0.7765136378241025
keep_short_remove_years,NMF_FALLBACK,17,2,waste management,0.22836346274022423
keep_short_remove_years,NMF_FALLBACK,17,3,recycling,0.19063623311846373
keep_short_remove_years,NMF_FALLBACK,17,4,management,0.1693873727744268
keep_short_remove_years,NMF_FALLBACK,17,5,environment,0.1503783485542713
keep_short_remove_years,NMF_FALLBACK,17,6,technology,0.13236009829782175
keep_short_remove_years,NMF_FALLBACK,17,7,information technology,0.12640234182632987
keep_short_remove_years,NMF_FALLBACK,17,8,pollution control,0.12416878311985752
keep_short_remove_years,NMF_FALLBACK,17,9,recyclers,0.11757376420979519
keep_short_remove_years,NMF_FALLBACK,17,10,pollution,0.11442514095884597
keep_short_remove_years,NMF_FALLBACK,17,11,spcbs,0.11305319886304252
keep_short_remove_years,NMF_FALLBACK,17,12,sbm,0.10236645559176949
keep_short_remove_years,NMF_FALLBACK,17,13,cpcb,0.09917067170086871
keep_short_remove_years,NMF_FALLBACK,17,14,climate change,0.09553390198855266
keep_short_remove_years,NMF_FALLBACK,17,15,climate,0.09485347025769998
keep_short_remove_years,NMF_FALLBACK,17,16,handling,0.0799136337329973
keep_short_remove_years,NMF_FALLBACK,17,17,electronics,0.07935462240276189
keep_short_remove_years,NMF_FALLBACK,17,18,forests climate,0.07607802416642662
keep_short_remove_years,NMF_FALLBACK,17,19,sanitation,0.07489686569827993
keep_short_remove_years,NMF_FALLBACK,17,20,deity,0.0745830799059638
keep_short_remove_years,NMF_FALLBACK,18,1,natural gas,0.2870219144186427
keep_short_remove_years,NMF_FALLBACK,18,2,gas,0.263573623889709
keep_short_remove_years,NMF_FALLBACK,18,3,petroleum natural,0.21294594394793329
keep_short_remove_years,NMF_FALLBACK,18,4,petroleum,0.17898765584834903
keep_short_remove_years,NMF_FALLBACK,18,5,tariff,0.16554675682288486
keep_short_remove_years,NMF_FALLBACK,18,6,natural,0.1573633776698861
